current_density,temp_envi,lye_flow,lye_temp,voltage,power
2000,0.0,0.3,72.54,1.766402015441713,4.703473804137074
2000,0.0,0.304,72.64,1.7662480721296354,4.70739581870395
2000,0.0,0.308,72.74,1.7660966720866256,4.711359552490403
2000,0.0,0.312,72.84,1.7659478131150896,4.715366102095339
2000,0.0,0.316,72.93,1.7658217005356194,4.719659208235001
2000,0.0,0.32,73.03,1.7656777874287544,4.723756775501494
2000,0.0,0.324,73.12,1.7655563578221825,4.7281472872981585
2000,0.0,0.328,73.2,1.7654570230617073,4.732838135871351
2000,0.0,0.33199999999999996,73.29,1.7653400122559684,4.737334642312727
2000,0.0,0.33599999999999997,73.37,1.7652448368174478,4.742137882260806
2000,0.0,0.33999999999999997,73.45,1.7651516754081333,4.7470000172334474
2000,0.0,0.344,73.53,1.76506052705174,4.751922146810287
2000,0.0,0.348,73.61,1.7649713908020743,4.756905370636826
2000,0.0,0.352,73.68,1.7649033193521089,4.762212334133223
2000,0.0,0.356,73.75,1.7648370040488626,4.767586797653329
2000,0.0,0.36,73.83,1.7647536441962153,4.772764107957611
2000,0.0,0.364,73.89,1.7647096396979745,4.778542627323792
2000,0.0,0.368,73.96,1.7646485896140625,4.784126194873327
2000,0.0,0.372,74.03,1.7645892936042293,4.789781665244674
2000,0.0,0.376,74.09,1.7645500460448182,4.7957843137540275
2000,0.0,0.38,74.16,1.764494130557614,4.801588997587294
2000,0.0,0.384,74.22,1.7644580108412184,4.807747273878697
2000,0.0,0.388,74.28,1.7644233918757903,4.813986069665392
2000,0.0,0.392,74.34,1.7643902734963013,4.820306486515414
2000,0.0,0.396,74.39,1.7643763224396491,4.8269943363054075
2000,0.0,0.4,74.45,1.7643460793921517,4.8334834077707765
2000,0.0,0.404,74.5,1.76433475320628,4.84034633247309
2000,0.0,0.408,74.56,1.764307385241735,4.847008465831138
2000,0.0,0.412,74.61,1.7642986839266757,4.854050873384364
2000,0.0,0.416,74.66,1.7642912327094182,4.861185730173778
2000,0.0,0.42,74.71,1.7642850316663399,4.868414138374324
2000,0.0,0.424,74.76,1.7642800808849812,4.875737200183068
2000,0.0,0.428,74.81,1.764276380464055,4.883156017819206
2000,0.0,0.432,74.86,1.7642739305134527,4.890671693524095
2000,0.0,0.436,74.9,1.7642891502076758,4.898591134093054
2000,0.0,0.44,74.95,1.7642890770244395,4.90630594288121
2000,0.0,0.444,74.99,1.7643064251366969,4.914430942765769
2000,0.0,0.44799999999999995,75.04,1.7643087294015918,4.9223492942183675
2000,0.0,0.45199999999999996,75.08,1.7643282067352537,4.930684263370568
2000,0.0,0.45599999999999996,75.12,1.7643486869700982,4.939126926722602
2000,0.0,0.45999999999999996,75.16,1.7643701703450467,4.947678386865835
2000,0.0,0.46399999999999997,75.21,1.764377107438536,4.956019163576755
2000,0.0,0.46799999999999997,75.25,1.7644007218747186,4.964789413399955
2000,0.0,0.472,75.28,1.7644406418097538,4.973996574162083
2000,0.0,0.476,75.32,1.7644661402811384,4.982994247658314
2000,0.0,0.48,75.36,1.7644926431974692,4.99210623110882
2000,0.0,0.484,75.4,1.7645201508418653,5.001333627187726
2000,0.0,0.488,75.43,1.7645634693927983,5.0110107934167285
2000,0.0,0.492,75.47,1.7645928633632673,5.020474434779019
2000,0.0,0.496,75.5,1.7646378211499347,5.030394276641686
2000,0.0,0.5,75.54,1.7646691026695913,5.040098574261755
2000,0.0,0.504,75.57,1.7647157009215515,5.050265502842068
2000,0.0,0.508,75.61,1.7647488712632304,5.060214867785126
2000,0.0,0.512,75.64,1.7647971112537197,5.0706332942451136
2000,0.0,0.516,75.67,1.7648461107342568,5.081180180336387
2000,0.0,0.52,75.7,1.764895870026121,5.09185662887522
2000,0.0,0.524,75.73,1.764946389455062,5.102663742685605
2000,0.0,0.528,75.77,1.7649841016681953,5.113248243083123
2000,0.0,0.532,75.8,1.7650362661701167,5.124317883011768
2000,0.0,0.536,75.83,1.7650891918311111,5.135521496743592
2000,0.0,0.54,75.85,1.7651560752138158,5.147220907394566
2000,0.0,0.544,75.88,1.7652104003718163,5.158697890195157
2000,0.0,0.548,75.91,1.7652654877160519,5.170312155375288
2000,0.0,0.552,75.94,1.7653213376039623,5.182064805813976
2000,0.0,0.556,75.97,1.7653779503975742,5.1939569443982405
2000,0.0,0.56,75.99,1.7654479034042816,5.206360959266358
2000,0.0,0.5640000000000001,76.02,1.7655059191433606,5.218537495606967
2000,0.0,0.5680000000000001,76.05,1.7655646988787197,5.230856828778506
2000,0.0,0.5720000000000001,76.07,1.7656364481560398,5.243697685893935
2000,0.0,0.5760000000000001,76.1,1.765696632980851,5.256308034172754
2000,0.0,0.5800000000000001,76.12,1.7657695401725562,5.269446338252038
2000,0.0,0.5840000000000001,76.15,1.7658311315363608,5.282352113248355
2000,0.0,0.5880000000000001,76.17,1.765905197984258,5.295792275764119
2000,0.0,0.592,76.2,1.7659681973663162,5.30899788913827
2000,0.0,0.596,76.22,1.7660434244373033,5.322744321603994
2000,0.0,0.6,76.24,1.766119170313711,5.336646599918055
